Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Cover material (product.metafields.shopify.cover-material),Fit type (product.metafields.shopify.fit-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light source (product.metafields.shopify.light-source),Lighting features (product.metafields.shopify.lighting-features),Manufacturer type (product.metafields.shopify.manufacturer-type),Vehicle frame/body features (product.metafields.shopify.vehicle-frame-body-features),Vehicle mirror design (product.metafields.shopify.vehicle-mirror-design),Vehicle mirror type (product.metafields.shopify.vehicle-mirror-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
x-pro-race,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Yellow_Combo_Lens_Mounted.jpg?v=1712091212,29,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-pro-race,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Clear_Spot_Lens_on_White.jpg?v=1712092587,30,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can-am-whip-mount-and-antenna-mount,Can-Am Whip Mount & Antenna Mount,"<p><meta charset=""utf-8""><span>Utilizes stock bolts in roll bar to mount antenna or whip. Direct fit. Made out of 3/16 gauge steel for rigidity and strength. Heave Duty Powder coat for long lasting quality. Available in a single mount or double mount. Sold individually.</span></p>",All Terrain Concepts,Uncategorized,Brackets and Mounts,"5150, 5150 187 whip kit with accent lights, 5150 whips, antenna mount, ATC Race, bracket, can-am, Can-Am Kits, maverick, Maverick x3, mt201, mt201d, mt201p, mt201xd, mt201xp, whip, whip mount, X3",true,Style,Single Driver,,,,,,,,MT201D,907.18474,shopify,13,continue,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/image_225ba6aa-58cb-4f95-9cb3-11e5b8f7338d.jpg?v=1583807346,1,"",false,,Utilizes stock bolts in roll bar to mount antenna or whip. Direct fit. Made out of 10 gauge steel for rigidity and strength. Available in a single mount or d...,,,,,,,,,,,,,1,,,,,,,,,,,,,lb,,,true,,,active
can-am-whip-mount-and-antenna-mount,,,,,,,,,Double Driver,,,,,,,,MT201XD,907.18474,shopify,11,continue,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/image_b9b8bcad-191a-48d2-a581-e7be12d1bdcf.jpg?v=1583807346,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
can-am-whip-mount-and-antenna-mount,,,,,,,,,Single Passenger,,,,,,,,MT201P,907.18474,shopify,10,continue,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/image_c1c3c60f-f7f9-4e6d-a207-b85c211b642a.jpg?v=1583807346,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
can-am-whip-mount-and-antenna-mount,,,,,,,,,Double Passenger,,,,,,,,MT201XP,907.18474,shopify,20,continue,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/image_88caeef0-0c5f-42ae-95b0-d6144b6e8f5b.jpg?v=1583807346,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
can-am-whip-mount-and-antenna-mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/X_3_WHIP_AND_COM_OUTSIDE.jpg?v=1583807346,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can-am-whip-mount-and-antenna-mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/X_3_WHIP_AND_COM.jpg?v=1583807346,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can-am-whip-mount-and-antenna-mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/X_3_WHIP_MOUNT.jpg?v=1583807346,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can-am-whip-mount-and-antenna-mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/X_3_WHIP_PASSANGER.jpg?v=1583807346,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can-am-whip-mount-and-antenna-mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/X_3_WHIP1.jpg?v=1583807346,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scene-light-bar,SCENE SERIES Light Bars,"<p>All Terrain Concept's SCENE Series light bars have become a favorite overland, off-road, and construction vehicle light bar. Offered in both 13"" and 25"" models, the SCENE Series offers the perfect amount of usable light for any application.<br></p>
<p><strong>Features: </strong></p>
<ul>
<li><span>High-quality CREE LEDS</span></li>
<li><span>No hot spots</span></li>
<li><span>Shatterproof lens</span></li>
<li><span>Genuine USA CREE circuits</span></li>
<li><span>Waterproof DT connectors</span></li>
<li><span>2 Meters of cable</span></li>
</ul>
<p><span>Utilizing the latest LED light bar technology, the Scene Series light bars use a minimal amp draw while still lighting up the night without creating hot spots or blinding beams. We are proud to have made this product one of the most versatile LED light bars on the market, producing 100% usable and functional light for all conditions.</span></p>
<h5><span>Specs:</span></h5>
<ul>
<li>LED Power: 10 Watt CREE</li>
<li>Waterproof Rate: IP68</li>
<li>Current draw:  8 Amps /  15Amps</li>
<li>Base Color: Black</li>
<li>Color Temperature: 6500k</li>
<li>Material: Aluminum housing</li>
<li>Lens material: Polycarbonate (Lexan)</li>
<li>Mounting Bracket: L Bracket</li>
<li>Beam Type: FLOOD</li>
</ul>",All Terrain Concepts,,LED Light Bars,"atc, atc lights, camp, camp light, flood, flood light, mini scene, Overland, overlander, overlanding, reverse light, scene, scene light bar",false,Size,14 inch Scene,,,,,,,,SCENE14,1814.36948,shopify,0,continue,manual,200.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/imagejpg_40bd9d1d-5ae4-4f40-8821-79f72ab92b9c.jpg?v=1581954070,1,13 inch scene series light bar for construction and overland vehicles.,false,LED SCENE Light Bar - Mini LED Light Bar,"All Terrain Concept's SCENE Series light bars are the perfect lighting application for general task work, emitting the perfect amount of usable light. Learn more here. ",,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,draft
scene-light-bar,,,,,,,,,25 inch Scene,,,,,,,,SCENE25,3628.73896,shopify,0,continue,manual,250.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/imagejpg_aa61589c-29a0-40c7-b8ec-562c3199c0ab.jpg?v=1570651904,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
mini-scene-pod,MINI SCENE SERIES Pods,"<p><strong>Description</strong></p>
<p><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;All Terrain Concepts's Mini Scene lighting pods were designed to be an affordable product for a wide range of gnereal-use applications. Not only are they a favorite on off-road vehicles, but also for construction sites and RVs and campers.\n\nFeatures:\n- High-quality CREE LEDS\n- No hot spots\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- Also available as a full light bar\n\nLooking for a single, simple product that can solve all of your lighting needs? This is it. The Mini Scene Series light pods provide the perfect amount of usable light without giving off any blinding beams. Great for situations where you need functional lighting for preparing dinner at camp or extra visibility at the construction site.&quot;}"" data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'>All Terrain Concept's Mini Scene lighting pods were designed to be an affordable product for a wide range of general-use applications. Not only are they a favorite on off-road vehicles, but also for construction sites and RVs and campers.<br><br><strong>Features:</strong><br></span></p>
<ul>
<li><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;All Terrain Concepts's Mini Scene lighting pods were designed to be an affordable product for a wide range of gnereal-use applications. Not only are they a favorite on off-road vehicles, but also for construction sites and RVs and campers.\n\nFeatures:\n- High-quality CREE LEDS\n- No hot spots\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- Also available as a full light bar\n\nLooking for a single, simple product that can solve all of your lighting needs? This is it. The Mini Scene Series light pods provide the perfect amount of usable light without giving off any blinding beams. Great for situations where you need functional lighting for preparing dinner at camp or extra visibility at the construction site.&quot;}"" data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'>High-quality CREE LEDS</span></li>
<li><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;All Terrain Concepts's Mini Scene lighting pods were designed to be an affordable product for a wide range of gnereal-use applications. Not only are they a favorite on off-road vehicles, but also for construction sites and RVs and campers.\n\nFeatures:\n- High-quality CREE LEDS\n- No hot spots\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- Also available as a full light bar\n\nLooking for a single, simple product that can solve all of your lighting needs? This is it. The Mini Scene Series light pods provide the perfect amount of usable light without giving off any blinding beams. Great for situations where you need functional lighting for preparing dinner at camp or extra visibility at the construction site.&quot;}"" data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'>No hot spots</span></li>
<li><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;All Terrain Concepts's Mini Scene lighting pods were designed to be an affordable product for a wide range of gnereal-use applications. Not only are they a favorite on off-road vehicles, but also for construction sites and RVs and campers.\n\nFeatures:\n- High-quality CREE LEDS\n- No hot spots\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- Also available as a full light bar\n\nLooking for a single, simple product that can solve all of your lighting needs? This is it. The Mini Scene Series light pods provide the perfect amount of usable light without giving off any blinding beams. Great for situations where you need functional lighting for preparing dinner at camp or extra visibility at the construction site.&quot;}"" data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'>Deep dish optics</span></li>
<li><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;All Terrain Concepts's Mini Scene lighting pods were designed to be an affordable product for a wide range of gnereal-use applications. Not only are they a favorite on off-road vehicles, but also for construction sites and RVs and campers.\n\nFeatures:\n- High-quality CREE LEDS\n- No hot spots\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- Also available as a full light bar\n\nLooking for a single, simple product that can solve all of your lighting needs? This is it. The Mini Scene Series light pods provide the perfect amount of usable light without giving off any blinding beams. Great for situations where you need functional lighting for preparing dinner at camp or extra visibility at the construction site.&quot;}"" data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'>Shatterproof polycarbonate lens</span></li>
<li><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;All Terrain Concepts's Mini Scene lighting pods were designed to be an affordable product for a wide range of gnereal-use applications. Not only are they a favorite on off-road vehicles, but also for construction sites and RVs and campers.\n\nFeatures:\n- High-quality CREE LEDS\n- No hot spots\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- Also available as a full light bar\n\nLooking for a single, simple product that can solve all of your lighting needs? This is it. The Mini Scene Series light pods provide the perfect amount of usable light without giving off any blinding beams. Great for situations where you need functional lighting for preparing dinner at camp or extra visibility at the construction site.&quot;}"" data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'>Universal mount</span></li>
<li><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;All Terrain Concepts's Mini Scene lighting pods were designed to be an affordable product for a wide range of gnereal-use applications. Not only are they a favorite on off-road vehicles, but also for construction sites and RVs and campers.\n\nFeatures:\n- High-quality CREE LEDS\n- No hot spots\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- Also available as a full light bar\n\nLooking for a single, simple product that can solve all of your lighting needs? This is it. The Mini Scene Series light pods provide the perfect amount of usable light without giving off any blinding beams. Great for situations where you need functional lighting for preparing dinner at camp or extra visibility at the construction site.&quot;}"" data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'>Also available as a full light bar</span></li>
<li><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;All Terrain Concepts's Mini Scene lighting pods were designed to be an affordable product for a wide range of gnereal-use applications. Not only are they a favorite on off-road vehicles, but also for construction sites and RVs and campers.\n\nFeatures:\n- High-quality CREE LEDS\n- No hot spots\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- Also available as a full light bar\n\nLooking for a single, simple product that can solve all of your lighting needs? This is it. The Mini Scene Series light pods provide the perfect amount of usable light without giving off any blinding beams. Great for situations where you need functional lighting for preparing dinner at camp or extra visibility at the construction site.&quot;}"" data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'>Available by request in Amber, Red, Green, and Yellow</span></li>
</ul>
<p><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;All Terrain Concepts's Mini Scene lighting pods were designed to be an affordable product for a wide range of gnereal-use applications. Not only are they a favorite on off-road vehicles, but also for construction sites and RVs and campers.\n\nFeatures:\n- High-quality CREE LEDS\n- No hot spots\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- Also available as a full light bar\n\nLooking for a single, simple product that can solve all of your lighting needs? This is it. The Mini Scene Series light pods provide the perfect amount of usable light without giving off any blinding beams. Great for situations where you need functional lighting for preparing dinner at camp or extra visibility at the construction site.&quot;}"" data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'><br>Looking for a single, simple product that can solve all of your lighting needs? This is it. The Mini Scene Series light pods provide the perfect amount of usable light without giving off any blinding beams. Great for situations where you need functional lighting for preparing dinner at camp or extra visibility at the construction site. Available in clear and amber.</span></p>
<h5><span>Specs:</span></h5>
<ul>
<li>LED Power:  20 watt</li>
<li>Operating Voltage:  9-36 VDC</li>
<li>Waterproof Rate: IP68</li>
<li>Current draw:  1.2 amp @ 12V</li>
<li>Base Color: Black</li>
<li>Color Temperature: 6000K</li>
<li>Material:Aluminum  </li>
<li>Lens material: Polycarbonate (Lexan)</li>
<li>Mounting Bracket:  Stainless</li>
<li>Beam Type: Flood</li>
<li>Optics: Flood</li>
</ul>",All Terrain Concepts,Uncategorized,PODS and Floods,"atc, atc lights, backup light, mini scene, Overland, overlander, overlanding, pod, PODS, reverse, reverse light, scene, scene light",true,Color,CLEAR LENS,,,,,,,,SLMS1002,1814.36948,shopify,57,continue,manual,85.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/ScenePODoff.jpg?v=1680317059,1,"",false,Mini Scene Light Pods - Off-Road Pod Lights,All Terrain Concepts's Mini Scene lighting pods were designed to be an affordable product for a wide range of general-use applications. Learn more here. ,,,,,,,,,,,,,1,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/ScenePODcopy.gif?v=1724097061,lb,,,true,,,active
mini-scene-pod,,,,,,,,,AMBER LENS,,,,,,,,SLMS1002A,1814.36948,shopify,129,continue,manual,85.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/files/Mini_Scene_Pod_Amber_2.jpg?v=1724096574,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Mini_Scene_Pod_Amber.jpg?v=1724096575,lb,,,,,,
mini-scene-pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/ScenePODcopy.gif?v=1724097061,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-scene-pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/MSPOD.jpg?v=1724096719,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-scene-pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/ScenePODON.jpg?v=1724096719,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-scene-pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Mini_Scene_Pod_-_vehicle_1.png?v=1724096719,6,General-use  light pod with a universal mount on an off-road vehicle. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-scene-pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Mini_Scene_Pod_-_vehicle_2.png?v=1724096719,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-scene-pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Mini_Scene_Pod_Amber_1.jpg?v=1724096574,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-scene-pod,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Mini_Scene_Pod_Amber.jpg?v=1724096575,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
